-44 ; 61
-43 ; 45
-36 ; 34
-29 ; -45
-29 ; 3
-36 ; 33
-18 ; 25
-28 ; 3
-19 ; -38
-19 ; 25
-9 ; 4
-18 ; -36
-8 ; 3
-8 ; -43
-1 ; 33
-9 ; 5
0 ; 32
-18 ; 25
-30 ; 58
-35 ; 36
-30 ; 57
-43 ; 45
-31 ; 57
-43 ; 61
-30 ; 65
-19 ; 69
-7 ; 65
6 ; 80
6 ; 59
-6 ; 64
-5 ; 57
-17 ; 69
-30 ; 58
-30 ; 65
-45 ; 80
-43 ; 62
-30 ; 58
-4 ; 58
6 ; 58
8 ; 46
-5 ; 59
2 ; 37
7 ; 45
-5 ; 57
-16 ; 30
0 ; 33
15 ; 5
-7 ; -45
16 ; -32
16 ; 5
-8 ; -45
8 ; -47
17 ; -32
37 ; -46
8 ; -47
37 ; -46
50 ; -45
18 ; -32
-6 ; -46
-29 ; -45
-18 ; -38
-9 ; -45
-9 ; 40
-8 ; 39
-7 ; 38
-5 ; 38
-4 ; 38
-3 ; 39
-2 ; 40
-33 ; 40
-32 ; 38
-30 ; 38
-29 ; 38
-28 ; 38
-27 ; 40
-28 ; 38
-30 ; 38
-32 ; 38
-32 ; 38
-31 ; 38
-32 ; 39
-20 ; 27
-21 ; 27
-20 ; 28
-18 ; 26
-20 ; 29
-21 ; 29
-17 ; 28
-19 ; 26
-18 ; 28
-18 ; 29
-16 ; 27
-17 ; 26
-22 ; 27
-22 ; 28
-18 ; 29
-18 ; 30
-17 ; 29
-19 ; 29
-23 ; 27
-20 ; 30
-17 ; 30
-20 ; 25
-21 ; 25
