-79 ; 87
-91 ; 88
-92 ; 60
-79 ; 59
-79 ; 70
-91 ; 70
-72 ; 60
-70 ; 73
-63 ; 61
-71 ; 65
-66 ; 66
-60 ; 75
-53 ; 68
-49 ; 76
-55 ; 62
-43 ; 63
-44 ; 77
-38 ; 71
-35 ; 77
-34 ; 61
-28 ; 61
-27 ; 76
-18 ; 63
-27 ; 67
-22 ; 69
-15 ; 75
-12 ; 60
-13 ; 68
-9 ; 68
-8 ; 75
-6 ; 62
2 ; 76
-2 ; 75
0 ; 60
4 ; 61
8 ; 77
10 ; 59
8 ; 66
13 ; 79
8 ; 67
16 ; 62
22 ; 60
22 ; 78
29 ; 63
22 ; 67
26 ; 68
45 ; 61
43 ; 78
33 ; 78
34 ; 70
43 ; 70
36 ; 65
-82 ; 6
-84 ; 22
-76 ; 22
-74 ; 10
-68 ; 21
-65 ; 7
-53 ; 9
-59 ; 23
-68 ; 21
-47 ; 7
-49 ; 26
-40 ; 14
-38 ; 28
-34 ; 8
-30 ; 26
-28 ; 16
-24 ; 26
-21 ; 10
-21 ; 16
-17 ; 25
-20 ; 15
-13 ; 11
-7 ; 13
-6 ; 28
2 ; 15
7 ; 26
12 ; 8
13 ; 25
18 ; 14
21 ; 26
24 ; 11
21 ; 20
27 ; 21
26 ; 29
29 ; 14
34 ; 28
36 ; 14
40 ; 28
41 ; 16
47 ; 28
48 ; 16
48 ; 20
53 ; 30
48 ; 20
55 ; 15
62 ; 15
63 ; 31
71 ; 15
62 ; 21
67 ; 22
-18 ; -20
-31 ; -14
-41 ; -17
-44 ; -23
-45 ; -36
-38 ; -48
-27 ; -60
-17 ; -68
-10 ; -75
-5 ; -80
1 ; -74
5 ; -67
11 ; -56
12 ; -43
15 ; -30
12 ; -17
8 ; -9
1 ; -5
-8 ; -3
-13 ; -8
-16 ; -16
-18 ; -20
